	benignus [Clinical anchor / Course, prognosis, mechanism]	dekompenzált [Clinical anchor / Course, prognosis, mechanism]	gyógyszerrezisztens [Clinical anchor / Course, prognosis, mechanism]	iatrogén [Clinical anchor / Course, prognosis, mechanism]	idiopátiás [Clinical anchor / Course, prognosis, mechanism]	malignus [Clinical anchor / Course, prognosis, mechanism]	multifaktoriális [Clinical anchor / Course, prognosis, mechanism]	neurodegeneratív [Clinical anchor / Course, prognosis, mechanism]	terápiarezisztens [Clinical anchor / Course, prognosis, mechanism]	juvenilis [Clinical anchor / Diagnostic and procedural descriptors]	kontraindikált [Clinical anchor / Diagnostic and procedural descriptors]	patológiás [Clinical anchor / Diagnostic and procedural descriptors]	posztoperatív [Clinical anchor / Diagnostic and procedural descriptors]	szisztémás [Clinical anchor / Diagnostic and procedural descriptors]	szubklinikai [Clinical anchor / Diagnostic and procedural descriptors]	aranyos [Neutral/positive colloquial anchor / Core]	boldog [Neutral/positive colloquial anchor / Core]	békés [Neutral/positive colloquial anchor / Core]	csodálatos [Neutral/positive colloquial anchor / Core]	csodás [Neutral/positive colloquial anchor / Core]	elégedett [Neutral/positive colloquial anchor / Core]	fantasztikus [Neutral/positive colloquial anchor / Core]	isteni [Neutral/positive colloquial anchor / Core]	jó [Neutral/positive colloquial anchor / Core]	jókedvű [Neutral/positive colloquial anchor / Core]	kedves [Neutral/positive colloquial anchor / Core]	kellemes [Neutral/positive colloquial anchor / Core]	kitűnő [Neutral/positive colloquial anchor / Core]	kiváló [Neutral/positive colloquial anchor / Core]	mennyei [Neutral/positive colloquial anchor / Core]	nagyszerű [Neutral/positive colloquial anchor / Core]	nyugodt [Neutral/positive colloquial anchor / Core]	pazar [Neutral/positive colloquial anchor / Core]	pompás [Neutral/positive colloquial anchor / Core]	príma [Neutral/positive colloquial anchor / Core]	remek [Neutral/positive colloquial anchor / Core]	szép [Neutral/positive colloquial anchor / Core]	tökéletes [Neutral/positive colloquial anchor / Core]	vidám [Neutral/positive colloquial anchor / Core]	élvezetes [Neutral/positive colloquial anchor / Core]	borzalmas [Pejorative colloquial anchor / Core]	borzasztó [Pejorative colloquial anchor / Core]	bosszantó [Pejorative colloquial anchor / Core]	csúnya [Pejorative colloquial anchor / Core]	csüggesztő [Pejorative colloquial anchor / Core]	feszült [Pejorative colloquial anchor / Core]	fájdalmas [Pejorative colloquial anchor / Core]	fárasztó [Pejorative colloquial anchor / Core]	félelmetes [Pejorative colloquial anchor / Core]	förtelmes [Pejorative colloquial anchor / Core]	ideges [Pejorative colloquial anchor / Core]	idegesítő [Pejorative colloquial anchor / Core]	ijesztő [Pejorative colloquial anchor / Core]	iszonyú [Pejorative colloquial anchor / Core]	kellemetlen [Pejorative colloquial anchor / Core]	kínos [Pejorative colloquial anchor / Core]	rettenetes [Pejorative colloquial anchor / Core]	rossz [Pejorative colloquial anchor / Core]	rémes [Pejorative colloquial anchor / Core]	siralmas [Pejorative colloquial anchor / Core]	szomorú [Pejorative colloquial anchor / Core]	szörnyű [Pejorative colloquial anchor / Core]	unalmas [Pejorative colloquial anchor / Core]	undorító [Pejorative colloquial anchor / Core]	addikt [Target words / Addiction and dependency]	függő [Target words / Addiction and dependency]	toxikus [Target words / Contemporary loanwords]	depressziós [Target words / Depression]	depresszív [Target words / Depression]	hisztis [Target words / Hysteria, mania, paranoia]	mániás [Target words / Hysteria, mania, paranoia]	paranoiás [Target words / Hysteria, mania, paranoia]	abnormális [Target words / Insanity and madness]	beszámíthatatlan [Target words / Insanity and madness]	bolond [Target words / Insanity and madness]	dilis [Target words / Insanity and madness]	elmebeteg [Target words / Insanity and madness]	eszelős [Target words / Insanity and madness]	flúgos [Target words / Insanity and madness]	habókos [Target words / Insanity and madness]	hibbant [Target words / Insanity and madness]	tébolyult [Target words / Insanity and madness]	zakkant [Target words / Insanity and madness]	ütődött [Target words / Insanity and madness]	őrült [Target words / Insanity and madness]	bipoláris [Target words / Mood disorder]	autista [Target words / Neurodevelopmental]	hiperaktív [Target words / Neurodevelopmental]	kényszeres [Target words / Neurosis and compulsion]	megszállott [Target words / Neurosis and compulsion]	neurotikus [Target words / Neurosis and compulsion]	fóbiás [Target words / Panic and phobia]	pszichotikus [Target words / Psychotic spectrum]	szkizofrén [Target words / Psychotic spectrum]	traumatizált [Target words / Trauma]	traumás [Target words / Trauma]
jó [Neutral/positive colloquial anchor / Core]	1.0566684866313139	1.0738899574354923	0.8717167348686993	0.917211756819272	1.0789672090393214	1.0272952630012089	1.0510988896733564	1.0411142938561393	1.02165614869447	1.043480605254135	0.9309923827982672	0.9451281250366572	1.0100042559927944	0.9853357906541257	0.9425182550933733	0.7214528754857981	0.6645794505320239	0.8146999700158974	0.7473729076878396	0.7516990558052113	0.774395262208143	0.6278976447337978	0.8447230856672497	0.0	0.6516826869052731	0.7184896688246283	0.5202356215002863	0.4880293753996149	0.4858577496560159	0.8751580588391094	0.5727688603594259	0.6214819826752764	0.7633541991592949	0.7518412646528221	0.6255778670578864	0.4842760433588318	0.5892153117630987	0.5841874382514233	0.6608861389791048	0.6426902485583081	0.7508839078608242	0.7390026067495239	0.7453525919416965	0.6816289530542889	0.8194998801957967	0.7517377109369203	0.7768677279534968	0.6948449363786448	0.7656475619636873	0.8490910551492633	0.713913475810378	0.6772175610047311	0.7745620366873069	0.7829884358769026	0.6286996691863178	0.7573551028422182	0.7897650436739938	0.322060179967235	0.6969785602653842	0.687516545442016	0.6990225562298358	0.7619765256804288	0.7004762335075589	0.7367486496368666	0.8543987163974012	0.9316796376588483	0.8542612455704423	0.760773287013076	0.7666746968826242	0.7012452596867151	0.9033356248313701	0.7516542180376389	0.8529804172579702	0.8679465753455918	0.7860586445018163	0.7592236948196577	0.8679634440289024	0.8759773408922352	0.8491687425186817	0.8385088624610557	0.9173807514529274	0.8981636358269355	0.9602617084484687	0.8492467049122128	0.8067731248775412	1.0240731647826733	0.9660166290118547	0.7951751840691028	0.8058814175255252	0.7827216282675296	0.8304252191815809	0.9592801213761818	0.8944380145771708	0.9428634147484073	0.9809851387470978	0.9901464505797472
jókedvű [Neutral/positive colloquial anchor / Core]	1.0032390435914569	1.02042833999075	0.8631579700257282	0.9406251670494122	1.0433150465624532	1.0568221198588128	1.015075305201852	1.0261122697159524	0.9532424054431743	0.9748128273825591	0.9785616720030534	0.9355599095102558	1.0336810736069697	1.1003734274900276	0.9998451930282611	0.5915864601060794	0.4862060291932292	0.7524513217861248	0.703492054904834	0.7617986702900484	0.7405414317417018	0.6964416500575353	0.9642368008355546	0.6516826869052731	0.0	0.5320122775179319	0.555024039297453	0.6943245964671464	0.7719663547989809	0.8643662086088859	0.6341715011417692	0.6125267582156732	0.6971218053104676	0.6540807653619334	0.6929243549008856	0.630054940306652	0.6023333627894127	0.7720053640658201	0.3014608823770786	0.6376758193493507	0.7980147140455875	0.7659164637776831	0.779645125062417	0.7484907590394665	0.808328820384144	0.71735276648775	0.7415531249146283	0.7124730400388586	0.7122590823850006	0.7401091013815533	0.5717064764694851	0.6840360832216215	0.7258972684146034	0.7655559114870366	0.7537213474657373	0.7358940049766416	0.7724139821527927	0.7913108262204936	0.666447926465227	0.8203228059683862	0.6364833760323128	0.785681866763025	0.5989108977570027	0.7107123829751782	0.8803516969478037	1.0405427467883746	1.0541575732298627	0.6851107753400064	0.7721595253714636	0.6087743322690529	0.7890418145609327	0.7107290769338255	0.8980223645931541	0.8092484257947697	0.6678090913261026	0.6895724261999115	0.7675438065863909	0.719750331602765	0.7667902301392889	0.6221414563927098	0.755199762681149	0.6671922537891619	0.88474345057322	0.7050510876346673	0.700317245095306	1.0728182847520387	0.8817852733797613	0.7199615675450783	0.7865893480968289	0.657200748704653	0.7386688436941384	0.7963784676175489	0.8511473941738338	0.8675515414354471	0.9596322823192244	0.9690725241885136
kedves [Neutral/positive colloquial anchor / Core]	0.9940045119965586	1.0340959272959824	0.9934624896333276	1.030567313827043	1.0574580554443238	1.1061214065068552	1.0696075477625724	1.0262734927500505	1.020302881941638	1.0589851342400094	1.0180418479726427	1.0472775996236219	1.0683333416343337	1.0853613225703993	1.0914669151512164	0.46941703789855593	0.6045450696949755	0.9099343805508578	0.6424046287674341	0.7057685254532622	0.8608618841853408	0.7639079333629006	0.9120520531527927	0.7184896688246283	0.5320122775179319	0.0	0.5941153435989964	0.7747669994277055	0.8168338776880094	0.8257203399407822	0.6945218824341814	0.7592953293572757	0.799586163017698	0.697452772551537	0.6974178011623393	0.7201109167036148	0.5491103244286917	0.878543133360414	0.5528946760973756	0.7325992225110672	0.8525815529645164	0.8132991062227984	0.7323136597300457	0.7073743781195914	0.8659411577054595	0.9207537444257303	0.7505626119679375	0.8009418465470828	0.8122369618150231	0.7778111666262825	0.7456655566004442	0.7458990440940141	0.8247935755751984	0.8820492856031995	0.7322493711310315	0.7759410718396202	0.8051855410719977	0.8532256750742624	0.7360793593303351	0.8685803971091068	0.655103166193729	0.8005556816679936	0.7533935824688149	0.7215505750865505	0.8236221590443887	1.074961013726287	1.1032548195173217	0.862357954319936	0.9038063755275663	0.6450561618671125	0.895769555616447	0.8035646741162649	0.9925815698064203	0.8851736769574062	0.753572117416361	0.6907120337073352	0.7928451045761911	0.7969978816838488	0.8042463468997042	0.6489893318316404	0.7086086289902875	0.7663964500428058	0.8809009205735795	0.7215232498974273	0.8373989317932681	1.1167080353142693	0.883986058982116	0.8253524772868105	0.9263157999274979	0.7524609142736468	0.8417702996201034	0.8291106185497502	0.9576031269785673	0.9338026995417861	0.8940983274953739	1.048034448198762
kellemes [Neutral/positive colloquial anchor / Core]	1.0142980826737233	1.0436872437291773	0.9547949082536409	0.8922126023875862	1.0271481249353163	1.0670016496607606	1.0199424217499904	0.9561355678079855	1.0326416225399255	0.9555212830674819	0.9130145094329882	0.9121321729044118	0.9483192600022742	0.9681644592445922	0.9418269511518066	0.6851104310191669	0.5981701190225643	0.7596718496074306	0.5439952624806741	0.6026609111512065	0.821406366240811	0.5931353417776667	0.896253663007182	0.5202356215002863	0.555024039297453	0.5941153435989964	0.0	0.6039596513428387	0.6471040575524782	0.8181302686604278	0.6195154147095867	0.5514287710742248	0.5740521573550106	0.5834149901593553	0.6558225719075333	0.48826060244867675	0.5133409006151597	0.6718336199810244	0.4439840312099115	0.4410646376212025	0.7851648941959316	0.818542752802873	0.6971354297243775	0.8043005279086497	0.8126008623514988	0.6933836893725294	0.6628852877631761	0.5584312815567503	0.7574311341164136	0.822132302770427	0.7492992366255274	0.6316346191243867	0.7274041968934171	0.8442074215025004	0.4274982118578107	0.6294260266350373	0.8031334997294374	0.6544855110101316	0.7284740856539746	0.775587565653181	0.7058629446909859	0.7774774902757822	0.6499282076020212	0.7834447079772654	0.8816201191375526	0.9783927301533665	0.8601555463062778	0.8198721031496232	0.7527031264248725	0.7651628545473101	0.9031130745534429	0.9104400411663334	0.8796074224898187	0.9561817655790793	0.9380604355940843	0.8617592202375486	1.0053695448155968	0.9180526929779793	0.8358992790166633	0.8532055000029966	0.981023737880194	0.8952696140282123	0.9971490489335311	0.8598095315485581	0.8727180042779996	1.0220518832153813	0.9781304546099269	0.8228703140557182	0.8624949353046742	0.8748432142161929	0.8653962863138837	0.9389854421503886	0.8675819011713142	0.9620781045884753	0.9259232876670559	0.9106392046250713
kitűnő [Neutral/positive colloquial anchor / Core]	0.9956487780173164	1.0447463452562658	0.9534500666180524	0.9415632770474084	1.0670822101988362	1.0174205138674752	0.9567894064238076	0.9599615615798405	1.0169311645265817	0.9785818640518474	1.0112959903155794	0.9716021377637042	1.0013940340500063	1.0190149897117415	0.9227096644875117	0.8499148520812199	0.8413893069660494	0.9528632456685511	0.5996144381147268	0.6730706681163672	0.8359762144067129	0.5218599954947571	0.960192305545019	0.4880293753996149	0.6943245964671464	0.7747669994277055	0.6039596513428387	0.0	0.15711299475481677	0.9583877728836766	0.32876982486322737	0.7747812284057394	0.5692065906518466	0.5435550490161098	0.6483631423667122	0.2692420104898777	0.6687854410009546	0.6463654173536688	0.7129049706531492	0.5880807449545414	0.8529351359091274	0.8791939103309121	0.8851095625046531	0.9043666594748856	0.8210850647675818	0.8341910661134581	0.9112502812236745	0.8354663302296684	0.7473664197599507	0.8400425925862469	0.8742063044764922	0.8926627090696448	0.8489452632979538	0.886384121387592	0.813524636918517	0.8244352405333536	0.8362802403456416	0.6961675911709848	0.8202455941075912	0.695248224640657	0.8257443572334499	0.8763628061034816	0.8277113604763171	0.8876331567029683	0.9491970742494166	1.0360006804250095	0.9262282858771232	0.8956436453759673	0.8482058838319492	0.850487172872241	0.9390053477688268	0.8490491633141499	0.9737062089955894	0.9456784673119188	0.9432293052851609	0.8388531304761533	0.9226857038327472	0.9225073801975308	0.8913626585557073	0.7836905086471301	0.9128747188630557	0.895717363073344	0.9706225506029721	0.9244280513818651	0.9028911127975828	1.0148509940501096	0.9420643477087421	0.8751827083521616	0.9428395698948561	0.6784520702940616	0.9076547388317691	1.0034317860952415	0.895753076594936	0.9617859991669363	0.9871177771063344	0.961014713810208
kiváló [Neutral/positive colloquial anchor / Core]	1.0104769082383558	1.0356929439043918	0.9682185635329109	0.9388765043091692	1.0735623746927325	1.0105293355510925	0.9770794000928633	0.9678461549731698	1.0193127943916807	0.9966348745571418	1.0081221053170573	0.9787652604354125	0.9812462562048686	0.9912255942849603	0.9290071576859916	0.9143274984455237	0.8665808955457925	0.9567610653690746	0.6315100199641092	0.7185006184643508	0.8069444444455586	0.536590008641501	0.984776894223841	0.4858577496560159	0.7719663547989809	0.8168338776880094	0.6471040575524782	0.15711299475481677	0.0	0.9882743878032194	0.3392968536169403	0.7933343818957004	0.6212412004935575	0.645617302354409	0.685256614428793	0.32858475187163116	0.7373304856322539	0.6663585803831293	0.7995471926284633	0.6637658362858198	0.9101297058286457	0.9277379137654029	0.9360525481671578	0.951318821649093	0.9065041831080897	0.8587938394316657	0.9764788062918885	0.9000981661504073	0.8219987594681698	0.9407175587796982	0.9398969007071604	0.9444334459619805	0.9167002752824295	0.9509747198643054	0.8630403782398235	0.9025244974135018	0.9336398079940069	0.7057095567520568	0.9154123380900353	0.7497255412219057	0.8807808648069118	0.9499489174404895	0.9005852808735512	0.9681724131445898	0.9064398519891134	1.0305829387173127	0.9106531344907168	0.9364661121855198	0.9067130816132043	0.8886942547365613	0.9803728875804765	0.8774605385991849	0.9939561284450207	0.9746523850223362	0.972622767828871	0.8755626552161281	0.953850853711661	0.9986993752052588	0.9002029725389293	0.823861443196433	0.9568919871856998	0.9535191742007675	0.996494283798489	0.9718582021017579	0.9237388981478687	1.0227684114048166	0.9256987652812553	0.8898301471477911	0.9911252716244393	0.6621075870470912	0.9368315737929507	1.029153943123181	0.9237569282043141	0.9971887287024493	1.0050162153973237	0.9747359774836258
mennyei [Neutral/positive colloquial anchor / Core]	1.0736164361362341	1.0720683730625518	1.06056856198009	0.9987790753528769	1.0615865773604274	1.0870370850064757	1.0164395484591708	1.0320371828018453	1.0413112934120197	1.004617334409548	0.9938273287047427	1.0359843712157626	0.9949085240485309	1.034839678727391	1.0368975547178447	0.8283424028606896	0.6906648985030798	0.8705373973587145	0.6033788598036225	0.5686928118625989	1.0147123649089242	0.814939247246365	0.3606198617215265	0.8751580588391094	0.8643662086088859	0.8257203399407822	0.8181302686604278	0.9583877728836766	0.9882743878032194	0.0	0.813459678571953	0.8398904395919534	0.8116950628586912	0.6719802478401724	0.9268619927916093	0.9569898477630902	0.7637941641974423	0.7038687470988989	0.7880692796088277	0.9214000638906641	0.795124925785438	0.9507884541331698	1.0651290844983727	0.9620456314529249	0.7903248277165057	0.94486042226362	0.8257047246517968	0.8804790333860656	0.7427314759240988	0.7697248884126153	0.9574321116386192	0.9871216881462019	0.8412307937495483	0.8137673633731439	0.9356177451937798	0.950065680580537	0.687806657977282	0.9082946794392348	0.8380787954665252	0.9259320475063388	0.8387935595371427	0.7443657663596707	0.9893606227556444	0.8855340088823477	0.9861322214893864	0.976091249963865	1.021676872566763	1.03195051216356	0.9623444243469768	1.0115975406348188	1.0658876626655283	1.0756594421236245	0.9877787963057882	0.9877586933898294	0.8483665826401943	1.0343071138670934	1.0637807850642622	0.8506159003569091	1.0216704148516196	0.9161102192357989	0.9571478149441254	0.7592123341167679	1.0739172550469775	0.912537760467075	0.8845962977328345	0.9659189804890651	1.0730854513210302	1.0775054783321996	0.9554809810478059	0.8485558365284022	0.9850302587266432	1.0125499032389929	1.0209890056522994	1.0688645446187428	0.8908767068040452	1.0417994340821128
nagyszerű [Neutral/positive colloquial anchor / Core]	1.1327889452980975	1.058273665394835	0.9773431136689222	0.9790679036974596	1.1000876449810126	1.1071245486959	1.020581057829623	1.0287994845340034	1.0553787161391213	1.0465917694361868	1.0450702759445396	1.011124718230871	1.0970104591561896	1.1385288137814147	1.0541268407494593	0.7456840169897889	0.6277541972780811	0.8686851138065113	0.3271408117576675	0.47467380045690677	0.8198280195823613	0.2944293475103533	0.790701073445736	0.5727688603594259	0.6341715011417692	0.6945218824341814	0.6195154147095867	0.32876982486322737	0.3392968536169403	0.813459678571953	0.0	0.7793068858724116	0.5015164011298302	0.44421563252472607	0.6279675831497409	0.2686049519241509	0.5148365512184295	0.5966365212806992	0.6074209574431482	0.5639319269630638	0.671940884921542	0.7376975665735328	0.8033693203675711	0.8274228493130534	0.7208823646492069	0.8708798495731787	0.768188636870679	0.7746411562634357	0.5996100742787094	0.7082880093361932	0.916128337665739	0.8359310268742113	0.7443086134899198	0.7583548738417684	0.8455155704212399	0.7927015011609608	0.6525291304511636	0.7919155243065787	0.6650830796677027	0.7050587359433929	0.6638184270317218	0.6793603826989405	0.7334681648332454	0.7754663012978514	0.9416214704389618	1.0933420191138077	1.0373040840493188	0.9234341444445477	0.879226714522105	0.8701158743716486	0.985914779517463	0.852789481785014	0.9574757253349727	0.9474928344749028	0.7911031502000763	0.7493837885176406	0.9114522213136629	0.7840313799517893	0.8421068789310493	0.7189763521520658	0.8589922732456201	0.7092956032907707	0.9693518284604016	0.8729494341443894	0.7197814440488228	1.0390258370988041	0.9787098384931965	0.9309674550084076	0.9117984100372237	0.5954944874183965	0.90742898766158	1.0128886564183457	0.9283785598835804	0.9697954004441074	0.9461468967784107	1.0283800877236704
nyugodt [Neutral/positive colloquial anchor / Core]	1.018882651113673	1.0446712404009613	0.9045927140493748	0.9530990682699814	1.0368696791115033	1.0218841543110206	1.0342472794772541	1.0451513887604496	0.9825760689434472	0.9949559126239547	0.9604192637653941	0.8854135934475139	0.9429814760014643	1.0588477678029073	0.9632033679059602	0.8413400891247262	0.5571168163933596	0.5606993505356347	0.7769965025848574	0.8148928716382592	0.758246910502689	0.8157853451655949	0.8993313102184477	0.6214819826752764	0.6125267582156732	0.7592953293572757	0.5514287710742248	0.7747812284057394	0.7933343818957004	0.8398904395919534	0.7793068858724116	0.0	0.8419577347929098	0.8098209715535859	0.8029497550591113	0.7788323083697645	0.7394070290825511	0.6919117360157688	0.5608014638625489	0.7212452631129029	0.8077828758067682	0.8702618134093831	0.9118507684057625	0.884139937057281	0.7996756835067221	0.6668848032098129	0.7466954430885766	0.7041159641893217	0.795342143941011	0.8812009050492065	0.6814341517275221	0.8085633407801488	0.8109206626087677	0.8523895257086408	0.7729999488407835	0.803298922928538	0.8033790590045942	0.7564720931980986	0.8025693521058561	0.8296438443392374	0.7058886208056123	0.819284076669184	0.741422781114927	0.8656618546202548	0.9484343229260864	0.9672228601969224	0.9566911841024318	0.7275658371862568	0.8041251120653006	0.7746495976212009	0.8992657929581841	0.8140667522416736	0.8290082404450431	0.834798503110216	0.8529080438089303	0.894543373359186	0.9340194340644442	0.8381831810908631	0.9279632328630704	0.859437286656412	0.892951090413635	0.8298379024975078	1.0154042819249307	0.9110026752286956	0.8334074036718108	1.0028786701737216	0.9376135338620396	0.8233337356089129	0.826422562874959	0.867180142303381	0.8046526519350735	0.9436846330200215	0.8977334231044429	0.9820911797859083	0.9395625028339811	0.9352202989379677
pazar [Neutral/positive colloquial anchor / Core]	1.1307804428534634	1.0739296087466699	1.0200069462030856	0.9765551629007242	1.0927443719051233	1.174778742298653	1.0244377014490458	1.0371999599841757	1.0735554051689704	0.9788537477443796	1.0615022448547176	1.0485980511605073	1.1183699958458007	1.152574149140525	1.122205620710682	0.7348783386184761	0.7756064322653683	0.9214518417874152	0.46111453698212146	0.48471618542332506	0.8598127144566224	0.47900756056456884	0.8414176393728461	0.7633541991592949	0.6971218053104676	0.799586163017698	0.5740521573550106	0.5692065906518466	0.6212412004935575	0.8116950628586912	0.5015164011298302	0.8419577347929098	0.0	0.3573883806282553	0.6736974019121613	0.43966505036448533	0.5624123586333711	0.6825478099068183	0.6104149531599339	0.5967592247610738	0.7593275723411831	0.8291487388364576	0.7615507185686233	0.8465261873528748	0.7688985284582026	0.8725450847530942	0.8245322651150848	0.7647405046305589	0.6421180008076581	0.7341897530974624	0.8691148851020802	0.7677446230159448	0.7153928186910459	0.7828812671345268	0.8511412616636544	0.7604599144248603	0.7489466831509481	0.8387598238389072	0.7192833930562201	0.707832531183999	0.7550496279400569	0.7732121718542229	0.7102159203243671	0.8080705317435073	0.9664560900834214	1.0345268287885663	1.071957693751847	1.042953129402674	0.9236848937158935	0.9025268430592299	1.0677848400716237	0.9705029696672876	1.0238856635925342	0.9331769191600326	0.8450557107726195	0.8341711038115568	1.0213382149223715	0.7949634980177145	0.8585568283204509	0.786914934753659	0.8637529127580849	0.7600840854258886	1.0506317376861287	0.8532614466172517	0.8066781174842265	1.1108687945006892	1.1267923238534108	1.0354180626351588	0.9879005957994568	0.7935859330776898	1.0149684660800053	1.0771136371499521	0.9923498427104299	1.0304687299142536	0.9737360160140593	1.064957258650759
pompás [Neutral/positive colloquial anchor / Core]	1.0789830583268678	1.0656424367665742	1.0079845713539206	1.000318628559153	1.0734506806765247	1.1922483684992295	1.0373853960940322	1.0324234736997513	1.0729052055657793	0.9773816187517017	1.0786883926282367	1.0924457631467128	1.1176558791207662	1.1234364296403945	1.013758155873752	0.6107884490980695	0.6822799998752619	0.8854582976209348	0.3833251699107719	0.4075321087270122	0.9475371151677439	0.5149516823929202	0.7717978355388617	0.7518412646528221	0.6540807653619334	0.697452772551537	0.5834149901593553	0.5435550490161098	0.645617302354409	0.6719802478401724	0.44421563252472607	0.8098209715535859	0.3573883806282553	0.0	0.6541944148961069	0.4974864955423981	0.4689139701605636	0.6890723523640869	0.5391118993010319	0.6277361112615556	0.7160667916611222	0.850089034976634	0.8859876958326516	0.8096296094490549	0.7396991669375818	0.8544879878899182	0.8192841037969274	0.7861506047591214	0.610541137893263	0.6220823775336408	0.8988616223621214	0.8739135453809336	0.7164180465370917	0.7592111227639109	0.8864344014129892	0.8373170466202327	0.6522036904189463	0.879489567570831	0.6221421710399513	0.7410243140030643	0.7068295467005226	0.6926512775528981	0.7549857526920385	0.7526189955809726	0.9692069835728009	1.0433361884413344	1.0627925913089693	1.037274988794717	0.9414253700380796	0.8403463471653891	1.0679966882721201	0.9684304247467332	1.0322839854700034	0.9835602506561396	0.7056390162378176	0.8336461360466925	0.9438767866182576	0.7201482907840427	0.8403575278035552	0.719067007773613	0.851669574096426	0.6844603126944614	1.055991744826845	0.787741412996827	0.7280339097909244	1.0683206235755	1.0831049503571764	1.0468139435653918	1.016087597673966	0.7546197447384698	0.9919413187102257	1.0437218775447672	1.0132271189840643	1.016999031207561	0.9695436737232597	1.0673835770172138
príma [Neutral/positive colloquial anchor / Core]	1.0566002203531286	1.033463432402679	0.9878106995164067	1.0120007546495957	1.0337637996245117	1.0994044866748094	1.0202683168176132	1.0131263625780451	1.040318276966876	1.0437908087908478	0.9348541865592731	1.0250113837716803	1.077316806074378	1.0032247892995565	1.0075693608026595	0.6590440546342902	0.801068865879713	0.9198601268751302	0.6897735231819968	0.7350381058749602	0.8856859521455706	0.6404528883388001	1.0147209243212796	0.6255778670578864	0.6929243549008856	0.6974178011623393	0.6558225719075333	0.6483631423667122	0.685256614428793	0.9268619927916093	0.6279675831497409	0.8029497550591113	0.6736974019121613	0.6541944148961069	0.0	0.5449077710118311	0.6414728023489237	0.7113677923875883	0.6975769171104167	0.7521506647665466	0.7999261320512323	0.7537630600868299	0.8471143004576072	0.7473389341625661	0.8192105845995733	0.8491337921652985	0.9581178579802885	0.8080687843136176	0.7545957344311696	0.711365247760136	0.8044663527501991	0.7278115982997173	0.8241947697019372	0.7784631310126559	0.8093939823732068	0.8369578090271373	0.7780033677984799	0.7453261837025577	0.7042043659561675	0.7803023137305826	0.8578908539594077	0.824520482332392	0.7781083621602753	0.7340120882925918	0.8860712372751667	1.0111057735962743	0.9779610979160147	0.949307115697736	0.8944751317571907	0.6917149017529081	0.9337188726985163	0.8316117293676499	0.9542371628646873	0.854485251708027	0.7530335671532553	0.645654834754606	0.8870260375917115	0.8453122037495292	0.7124277269634256	0.7956201536936522	0.7941442958543862	0.8330876889446993	0.9086125186154816	0.6998828965449876	0.773674871053158	1.0199470402508302	1.040405880533573	0.8920453626533911	0.9788622874075694	0.8036339977902722	0.9097401951593213	0.9942050254288718	0.976710989863323	0.9844790482075289	0.9601314015476425	1.038611516035868
remek [Neutral/positive colloquial anchor / Core]	1.0803041932568813	1.0688986260961721	0.9661469694271666	0.9634327814945589	1.0713519662582194	1.114456157709087	1.012229315201938	1.0094461746431294	1.0499586350812877	1.0046172289549475	0.9986573117414426	1.016118835430395	1.052251917908747	1.0801288756334255	1.0066081700855163	0.7310736962876389	0.7219907628216852	0.9277872446051191	0.4956748297296083	0.5726299269201338	0.8200186729357044	0.34883192940234775	0.9722541245463703	0.4842760433588318	0.630054940306652	0.7201109167036148	0.48826060244867675	0.2692420104898777	0.32858475187163116	0.9569898477630902	0.2686049519241509	0.7788323083697645	0.43966505036448533	0.4974864955423981	0.5449077710118311	0.0	0.552691786709639	0.6214265447760872	0.5725057779909772	0.5008095457096451	0.7565029281211852	0.7996845573493575	0.7567317584021299	0.8034552146042115	0.7818283520200701	0.8107141998008603	0.8587254368510142	0.7513998958937286	0.6827226485508238	0.7931668037967555	0.8181610457366488	0.7445506543015774	0.7696019935244602	0.8064702163104183	0.7652774566187243	0.785783366623285	0.7668493068722824	0.6916012142076031	0.7242484423220967	0.6921875257071601	0.746112101050169	0.778957878027256	0.6985646921798441	0.8180879976965792	0.9113630760462232	1.05866646920111	1.0082563954432504	0.8832531671895756	0.8364303342180568	0.7724667903683964	0.9423279301047349	0.857875903425824	0.9372734188548084	0.931105468830014	0.8574474832738442	0.7073566110846161	0.9187556641119698	0.8303410711905236	0.7441389771130624	0.7235839461320329	0.8918155543293264	0.8355494620976969	0.9471128486948558	0.8587391561244335	0.7651006613355837	1.0498124539520584	1.0015452623808059	0.8459974693273837	0.9275291868410429	0.6930058805009895	0.9305700564180966	1.010956049830922	0.8980072108340165	1.005851348072174	0.998954479250963	0.9849307789032223
